Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/tg68_ddraddr[25:1],openaars_virtual_top/tg68_cpustate_2[1:0],openaars_virtual_top/tg68_ddrcs,openaars_virtual_top/tg68_cpustate[6:3],openaars_virtual_top/tg68_cuds,openaars_virtual_top/tg68_clds,openaars_virtual_top/tg68_cin[15:0],openaars_virtual_top/tg68_ddrout[15:0],openaars_virtual_top/tg68_ddrena,openaars_virtual_top/tg68_ddrready,openaars_virtual_top/ddr3_dbg_req_rd,openaars_virtual_top/ddr3_dbg_req_be[15:0],openaars_virtual_top/ddr3_dbg_req_addr[31:0],openaars_virtual_top/ddr3_dbg_req_wdata[127:0],openaars_virtual_top/ddr3_dbg_resp_rdata[127:0],openaars_virtual_top/ddr3_dbg_ack_tgl,openaars_virtual_top/ddr3_dbg_bstate[1:0],openaars_virtual_top/ddr3_dbg_sdr_read_req,openaars_virtual_top/ddr3_dbg_sdr_read_ack,openaars_virtual_top/ddr3_dbg_sdr_dat_r[15:0],openaars_virtual_top/ddr3_dbg_sdr_write_req,openaars_virtual_top/ddr3_dbg_sdr_write_ack,openaars_virtual_top/ddr3_dbg_sdr_adr[25:1],openaars_virtual_top/ddr3_dbg_sdr_dat_w[31:0],openaars_virtual_top/ddr3_dbg_sdr_dqm_w[3:0],openaars_virtual_top/g_ddr3_fastram_ila.ddr3_dbg_cdc_state[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
945,945,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
946,946,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
947,947,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
948,948,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
949,949,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
950,950,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
951,951,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
952,952,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
953,953,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
954,954,0,001ca03,3,1,4,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
955,955,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
956,956,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
957,957,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
958,958,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
959,959,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
960,960,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
961,961,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
962,962,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
963,963,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
964,964,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
965,965,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
966,966,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
967,967,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
968,968,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
969,969,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
970,970,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
971,971,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
972,972,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
973,973,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
974,974,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
975,975,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
976,976,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
977,977,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
978,978,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
979,979,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
980,980,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
981,981,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
982,982,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
983,983,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
984,984,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
985,985,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
986,986,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
987,987,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
988,988,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
989,989,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
990,990,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
991,991,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
992,992,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
993,993,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
994,994,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
995,995,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
996,996,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
997,997,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
998,998,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
999,999,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1000,1000,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1001,1001,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1002,1002,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1003,1003,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1004,1004,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1005,1005,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1006,1006,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1007,1007,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1008,1008,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1009,1009,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1010,1010,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1011,1011,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1012,1012,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1013,1013,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1014,1014,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1015,1015,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1016,1016,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1017,1017,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1018,1018,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1019,1019,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1020,1020,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1021,1021,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1022,1022,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1023,1023,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1024,1024,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1025,1025,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1026,1026,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1027,1027,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1028,1028,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1029,1029,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1030,1030,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1031,1031,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1032,1032,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1033,1033,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1034,1034,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1035,1035,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1036,1036,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1037,1037,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1038,1038,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1039,1039,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1040,1040,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1041,1041,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1042,1042,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1043,1043,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1044,1044,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1045,1045,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1046,1046,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1047,1047,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1048,1048,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1049,1049,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1050,1050,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1051,1051,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1052,1052,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1053,1053,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1054,1054,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1055,1055,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1056,1056,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1057,1057,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1058,1058,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1059,1059,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1060,1060,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1061,1061,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1062,1062,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1063,1063,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1064,1064,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1065,1065,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1066,1066,0,001ca03,1,1,4,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1067,1067,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1068,1068,0,001ca03,1,1,3,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
1069,1069,0,001ca03,1,1,1,1,1,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
