Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/tg68_ddraddr[25:1],openaars_virtual_top/tg68_cpustate_2[1:0],openaars_virtual_top/tg68_ddrcs,openaars_virtual_top/tg68_cpustate[6:3],openaars_virtual_top/tg68_cuds,openaars_virtual_top/tg68_clds,openaars_virtual_top/tg68_cin[15:0],openaars_virtual_top/tg68_ddrout[15:0],openaars_virtual_top/tg68_ddrena,openaars_virtual_top/tg68_ddrready,openaars_virtual_top/ddr3_dbg_req_rd,openaars_virtual_top/ddr3_dbg_req_be[15:0],openaars_virtual_top/ddr3_dbg_req_addr[31:0],openaars_virtual_top/ddr3_dbg_req_wdata[127:0],openaars_virtual_top/ddr3_dbg_resp_rdata[127:0],openaars_virtual_top/ddr3_dbg_ack_tgl,openaars_virtual_top/ddr3_dbg_bstate[1:0],openaars_virtual_top/ddr3_dbg_sdr_read_req,openaars_virtual_top/ddr3_dbg_sdr_read_ack,openaars_virtual_top/ddr3_dbg_sdr_dat_r[15:0],openaars_virtual_top/ddr3_dbg_sdr_write_req,openaars_virtual_top/ddr3_dbg_sdr_write_ack,openaars_virtual_top/ddr3_dbg_sdr_adr[25:1],openaars_virtual_top/ddr3_dbg_sdr_dat_w[31:0],openaars_virtual_top/ddr3_dbg_sdr_dqm_w[3:0],openaars_virtual_top/g_ddr3_fastram_ila.ddr3_dbg_cdc_state[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
819,819,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
820,820,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
821,821,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
822,822,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
823,823,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
824,824,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
825,825,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
826,826,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
827,827,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
828,828,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
829,829,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
830,830,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
831,831,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
832,832,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
833,833,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
834,834,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
835,835,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
836,836,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
837,837,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
838,838,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
839,839,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
840,840,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
841,841,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
842,842,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
843,843,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
844,844,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
845,845,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
846,846,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
847,847,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
848,848,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
849,849,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
850,850,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
851,851,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
852,852,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
853,853,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
854,854,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
855,855,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
856,856,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
857,857,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
858,858,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
859,859,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
860,860,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
861,861,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
862,862,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
863,863,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
864,864,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
865,865,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
866,866,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
867,867,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
868,868,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
869,869,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
870,870,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
871,871,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
872,872,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
873,873,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
874,874,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
875,875,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
876,876,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
877,877,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
878,878,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
879,879,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
880,880,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
881,881,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
882,882,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
883,883,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
884,884,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
885,885,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
886,886,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
887,887,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
888,888,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
889,889,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
890,890,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
891,891,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
892,892,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
893,893,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
894,894,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
895,895,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
896,896,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
897,897,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
898,898,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
899,899,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
900,900,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
901,901,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
902,902,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
903,903,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
904,904,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
905,905,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
906,906,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
907,907,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
908,908,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
909,909,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
910,910,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
911,911,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
912,912,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
913,913,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
914,914,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
915,915,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
916,916,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
917,917,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
918,918,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
919,919,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
920,920,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
921,921,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
922,922,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
923,923,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
924,924,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
925,925,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
926,926,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
927,927,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
928,928,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
929,929,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
930,930,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
931,931,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
932,932,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
933,933,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
934,934,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
935,935,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
936,936,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
937,937,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
938,938,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
939,939,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
940,940,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
941,941,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
942,942,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
943,943,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
944,944,0,001ca03,3,1,0,0,0,0422,0423,0,1,1,0000,00e92cf0,00000000000000000000000000000000,03330433043304230423042204120411,0,"B_IDLE",0,0,0433,0,0,07241d9,acc4acc4,c,8
